# 어절\t어절의 분석결과
# 사이는 '\t'로 구분
# "# "으로 시작하는 라인은 주석처리 됨
것이다.	것/NNB+이/VCP+다/EF+./SF
심했다.	심하/VA+았/EP+다/EF+./SF
워싱턴에서	워싱턴/NNP+에서/JKB
토끼를	토끼/NNG+를/JKO
피부의	피부/NNG+의/JKG
통과할	통과/NNG+하/XSV+ㄹ/ETM
주일에	주일/NNB+에/JKB
명정을	명정/NNG+을/JKO
명절에	명절/NNG+에/JKB
군복을	군복/NNG+을/JKO
죽이지	죽이/VV+지/EC
막혔다.	막히/VV+었/EP+다/EF+./SF
죽임을	죽이/VV+ㅁ/ETN+을/JKO
우리처럼	우리/NP+처럼/JKB
안았다.	안/VV+았/EP+다/EF+./SF
시정할	시정/NNG+하/XSV+ㄹ/ETM
표명했다.	표명/NNG+하/XSV+았/EP+다/EF+./SF
족속의	족속/NNG+의/JKG
무성한	무성/XR+하/XSA+ㄴ/ETM
군대가	군대/NNG+가/JKS
내주고	내주/VV+고/EC
지도부가	지도부/NNG+가/JKS
테지만	터/NNB+이/VCP+지만/EC
노래,	노래/NNG+,/SP
모르겠다고	모르/VV+겠/EP+다고/EC
구분되는	구분/NNG+되/XSV+는/ETM
회담에	회담/NNG+에/JKB
2루에서	2/SN+루/NNG+에서/JKB
두려워하고	두려워하/VV+고/EC
발전시켜야	발전/NNG+시키/XSV+어야/EC
계열의	계열/NNG+의/JKG
생각하던	생각/NNG+하/XSV+던/ETM
공산권	공산/NNG+권/XSN
조성에	조성/NNG+에/JKB
주님의	주/NNG+님/XSN+의/JKG
종사할	종사/NNG+하/XSV+ㄹ/ETM
우리집은	우리/NP+집/NNG+은/JX
사실적으로	사실/NNG+적/XSN+으로/JKB
이유였다.	이유/NNG+이/VCP+었/EP+다/EF+./SF
무사가	무사/NNG+가/JKS
얻어맞은	얻어맞/VV+은/ETM
고상한	고상/XR+하/XSA+ㄴ/ETM
파괴하고	파괴/NNG+하/XSV+고/EC
구분되어	구분/NNG+되/XSV+어/EC
기업이나	기업/NNG+이나/JC
종손의	종손/NNG+의/JKG
60년대에	60/SN+년대/NNB+에/JKB
시차를	시차/NNG+를/JKO
택하여	택하/VV+아/EC
서울올림픽의	서울올림픽/NNP+의/JKG
것이라며	것/NNB+이/VCP+라며/EC
접어들어	접어들/VV+어/EC
시책을	시책/NNG+을/JKO
나라들을	나라/NNG+들/XSN+을/JKO
방식에서	방식/NNG+에서/JKB
제작에	제작/NNG+에/JKB
눈시울이	눈시울/NNG+이/JKS
의식적으로	의식/NNG+적/XSN+으로/JKB
유럽에서는	유럽/NNP+에서/JKB+는/JX
지점에서	지점/NNG+에서/JKB
순수하고	순수/NNG+하/XSA+고/EC
타행환	타행환/NNG
면하기	면하/VV+기/ETN
허용한	허용/NNG+하/XSV+ㄴ/ETM
의미이다.	의미/NNG+이/VCP+다/EF+./SF
비자금을	비자금/NNG+을/JKO
초반에	초반/NNG+에/JKB
교류에	교류/NNG+에/JKB
교류와	교류/NNG+와/JC
상관관계를	상관관계/NNG+를/JKO
선정하는	선정/NNG+하/XSV+는/ETM
조상들은	조상/NNG+들/XSN+은/JX
조장하는	조장/NNG+하/XSV+는/ETM
뛰어든	뛰어들/VV+ㄴ/ETM
종금사의	종금사/NNG+의/JKG
고약한	고약/XR+하/XSA+ㄴ/ETM
혼례가	혼례/NNG+가/JKS
[제2의	[/SS+제/XPN+2/SN+의/JKG
금방이라도	금방/MAG+이/VCP+라도/EC
하나만으로도	하나/NR+만/JX+으로/JKB+도/JX
공식적	공식/NNG+적/XSN
마련하게	마련/NNG+하/XSV+게/EC
초청으로	초청/NNG+으로/JKB
활동도	활동/NNG+도/JX
최대로	최대/NNG+로/JKB
무리의	무리/NNG+의/JKG
확립,	확립/NNG+,/SP
물리는	물리/VV+는/ETM
페르츠에게	페르츠/NNP+에게/JKB
나치의	나치/NNP+의/JKG
실현되지	실현/NNG+되/XSV+지/EC
구도를	구도/NNG+를/JKO
신입생	신입/NNG+생/XSN
선거비용	선거/NNG+비용/NNG
주시하고	주시/NNG+하/XSV+고/EC
주름이	주름/NNG+이/JKS
졸지에	졸지/NNG+에/JKB
최고로	최고/NNG+로/JKB
올려다보았다.	올려다보/VV+았/EP+다/EF+./SF
개편의	개편/NNG+의/JKG
네티즌들은	네티즌/NNG+들/XSN+은/JX
전통에서	전통/NNG+에서/JKB
초대소를	초대소/NNG+를/JKO
삼성과의	삼성/NNP+과/JKB+의/JKG
이례적인	이례/NNG+적/XSN+이/VCP+ㄴ/ETM
촌락민	촌락민/NNG
전후로	전후/NNG+로/JKB
괜찮다고	괜찮/VA+다고/EC
노마를	노마/NNP+를/JKO
주례로	주례/NNG+로/JKB
道德的	道德的/SH
전근대적인	전근대/NNG+적/XSN+이/VCP+ㄴ/ETM
안정적으로	안정/NNG+적/XSN+으로/JKB
채택된	채택/NNG+되/XSV+ㄴ/ETM
문제된	문제/NNG+되/XSV+ㄴ/ETM
단순하고	단순/XR+하/XSA+고/EC
달려있다.	달리/VV+어/EC+있/VX+다/EF+./SF
달한다.	달하/VV+ㄴ다/EF+./SF
살아가면서	살아가/VV+면서/EC
꼽혔다.	꼽히/VV+었/EP+다/EF+./SF
아래서는	아래/NNG+서/JKB+는/JX
묘사하고	묘사/NNG+하/XSV+고/EC
착하고	착하/VA+고/EC
나왔지만	나오/VV+았/EP+지만/EC
요약된다.	요약/NNG+되/XSV+ㄴ다/EF+./SF
차현숙의	차현숙/NNP+의/JKG
반대에도	반대/NNG+에/JKB+도/JX
종족의	종족/NNG+의/JKG
고르는	고르/VV+는/ETM
구별된다.	구별/NNG+되/XSV+ㄴ다/EF+./SF
좌절된	좌절/NNG+되/XSV+ㄴ/ETM
졸업생	졸업/NNG+생/XSN
기업부도	기업/NNG+부도/NNG
회복해야	회복/NNG+하/XSV+아야/EC
러시아는	러시아/NNP+는/JX
주민등록	주민/NNG+등록/NNG
겨울은	겨울/NNG+은/JX
미국도	미국/NNP+도/JX
실추된	실추/NNG+되/XSV+ㄴ/ETM
대항하는	대항/NNG+하/XSV+는/ETM
구경할	구경/NNG+하/XSV+ㄹ/ETM
골목으로	골목/NNG+으로/JKB
환경적	환경/NNG+적/XSN
상장의례의	상장/NNG+의례/NNG+의/JKG
주도의	주도/NNG+의/JKG
친구들의	친구/NNG+들/XSN+의/JKG
강화된	강화/NNG+되/XSV+ㄴ/ETM
비료지원	비료/NNG+지원/NNG
계산은	계산/NNG+은/JX
내려온다.	내려오/VV+ㄴ다/EF+./SF
당면하고	당면/NNG+하/XSV+고/EC
점포를	점포/NNG+를/JKO
저항이	저항/NNG+이/JKS
넘어야	넘/VV+어야/EC
고비로	고비/NNG+로/JKB
조정에	조정/NNG+에/JKB
비판도	비판/NNG+도/JX
관련자	관련자/NNG
김대중총재가	김대중/NNP+총재/NNG+가/JKS
처신을	처신/NNG+을/JKO
국가간	국가/NNG+간/NNB
정치자금을	정치/NNG+자금/NNG+을/JKO
감수해야	감수/NNG+하/XSV+아야/EC
바빴다.	바쁘/VA+았/EP+다/EF+./SF
인터넷에서	인터넷/NNG+에서/JKB
금지하는	금지/NNG+하/XSV+는/ETM
말했듯이	말/NNG+하/XSV+았/EP+듯이/EC
대답한다.	대답/NNG+하/XSV+ㄴ다/EF+./SF
무렵이었다.	무렵/NNB+이/VCP+었/EP+다/EF+./SF
겨울철에	겨울철/NNG+에/JKB
관료제	관료/NNG+제/XSN
중단할	중단/NNG+하/XSV+ㄹ/ETM
과정이다.	과정/NNG+이/VCP+다/EF+./SF
공감대가	공감대/NNG+가/JKS
원피스를	원피스/NNG+를/JKO
범패러다임은	범/XPN+패러다임/NNG+은/JX
정리의	정리/NNG+의/JKG
9	9/SN
됐다"고	되/VV+었/EP+다/EC+"/SS+고/JKQ
정립을	정립/NNG+을/JKO
고객에게	고객/NNG+에게/JKB
포도주가	포도주/NNG+가/JKS
25	25/SN
촌계의	촌계/NNG+의/JKG
設置	設置/SH
SW	SW/SL
at	at/SL
물질에	물질/NNG+에/JKB
나와는	나/NP+와/JKB+는/JX
서늘한	서늘/XR+하/XSA+ㄴ/ETM
흘리면서	흘리/VV+면서/EC
나오던	나오/VV+던/ETM
백화점,	백화점/NNG+,/SP
작지만	작/VA+지만/EC
가루로	가루/NNG+로/JKB
대서국교	대서국교/NNP
날아갈	날아가/VV+ㄹ/ETM
밝혀져야	밝히/VV+어/EC+지/VX+어야/EC
전통으로	전통/NNG+으로/JKB
보도다.	보도/NNG+이/VCP+다/EF+./SF
여야간에	여야/NNG+간/NNB+에/JKB
백화점에서	백화점/NNG+에서/JKB
오름세를	오름세/NNG+를/JKO
수학적으로	수학/NNG+적/XSN+으로/JKB
⑧	⑧/SW
가망이	가망/NNG+이/JKS
정권에서	정권/NNG+에서/JKB
산소를	산소/NNG+를/JKO
출발해야	출발/NNG+하/XSV+아야/EC
품목에	품목/NNG+에/JKB
처리한	처리/NNG+하/XSV+ㄴ/ETM
재원을	재원/NNG+을/JKO
전망에	전망/NNG+에/JKB
머물렀던	머무르/VV+었/EP+던/ETM
유학의	유학/NNG+의/JKG
저만치	저만치/MAG
딱딱한	딱딱/XR+하/XSA+ㄴ/ETM
미디어	미디어/NNG
자의적	자의/NNG+적/XSN
것과,	것/NNB+과/JC+,/SP
돌아보지	돌아보/VV+지/EC
걸까?	것/NNB+이/VCP+ㄹ까/EF+?/SF
자율적	자율/NNG+적/XSN
마카오에	마카오/NNP+에/JKB
잡으러	잡/VV+으러/EC
찢어진	찢어지/VV+ㄴ/ETM
받는다고	받/VV+는다고/EC
생리가	생리/NNG+가/JKS
인천구장	인천구장/NNP
몰아내고	몰아내/VV+고/EC
판단에서	판단/NNG+에서/JKB
존경의	존경/NNG+의/JKG
절망에	절망/NNG+에/JKB
불출마를	불/XPN+출마/NNG+를/JKO
가락을	가락/NNG+을/JKO
第	第/SH
발달이	발달/NNG+이/JKS
발단은	발단/NNG+은/JX
상속세	상속세/NNG
약간씩	약간/NNG+씩/XSN
나섰던	나서/VV+었/EP+던/ETM
중시하고	중시/NNG+하/XSV+고/EC
가득차	가득/MAG+차/VV+아/EC
4월까지	4/SN+월/NNB+까지/JX
약속했던	약속/NNG+하/XSV+았/EP+던/ETM
동포들의	동포/NNG+들/XSN+의/JKG
손가락이	손가락/NNG+이/JKS
몽둥이로	몽둥이/NNG+로/JKB
원했다.	원하/VV+았/EP+다/EF+./SF
나이,	나이/NNG+,/SP
색상을	색상/NNG+을/JKO
일러주었다.	이르/VV+어/EC+주/VX+었/EP+다/EF+./SF
않는다	않/VX+는다/EC
상반기에	상반기/NNG+에/JKB
일본에서의	일본/NNP+에서/JKB+의/JKG
돌아섰으며	돌아서/VV+었/EP+으며/EC
계	계/NNG
특성으로	특성/NNG+으로/JKB
증대되고	증대/NNG+되/XSV+고/EC
받드는	받들/VV+는/ETM
들렀을	들르/VV+었/EP+을/ETM
"또	"/SS+또/MAJ
살았고	살/VV+았/EP+고/EC
[돈	[/SS+돈/NNG
사안은	사안/NNG+은/JX
[두	[/SS+두/MM
{그	{/SS+그/MM
100	100/SN
"김	"/SS+김/NNP
신용리스크의	신용/NNG+리스크/NNG+의/JKG
사악한	사악/NNG+하/XSA+ㄴ/ETM
띈	띄/VV+ㄴ/ETM
둑	둑/NNG
살아도	살/VV+아도/EC
땀	땀/NNG
존대의	존대/NNG+의/JKG
1위	1/SN+위/NNB
콩	콩/NNG
짱	짱/MAG
아래,	아래/NNG+,/SP
[또	[/SS+또/MAJ
7명	7/SN+명/NNB
2명	2/SN+명/NNB
타행환의	타행환/NNG+의/JKG
은행업	은행업/NNG
2번	2/SN+번/NNB
일동부복	일동/NNG+부복/NNG
은행도	은행/NNG+도/JX
낯설고	낯설/VA+고/EC
훔볼트의	훔볼트/NNP+의/JKG
야자나무를	야자나무/NNG+를/JKO
가을이면	가을/NNG+이/VCP+면/EC
이상이나	이상/NNG+이나/JX
선두에	선두/NNG+에/JKB
재정을	재정/NNG+을/JKO
관찰하고	관찰/NNG+하/XSV+고/EC
홀	홀/NNG
홍	홍/NNP
휙	휙/MAG
정문에	정문/NNG+에/JKB
9천	9/SN+천/NR
타협으로	타협/NNG+으로/JKB
내용,	내용/NNG+,/SP
성능을	성능/NNG+을/JKO
바라던	바라/VV+던/ETM
인터네트	인터네트/NNG
은행나무가	은행나무/NNG+가/JKS
사용하던	사용/NNG+하/XSV+던/ETM
바라본	바라보/VV+ㄴ/ETM
따지면서	따지/VV+면서/EC
삼성이	삼성/NNP+이/JKS
진취적인	진취/NNG+적/XSN+이/VCP+ㄴ/ETM
[한	[/SS+한/MM
완강하게	완강/XR+하/XSA+게/EC
상상의	상상/NNG+의/JKG
적응해야	적응/NNG+하/XSV+아야/EC
문턱을	문턱/NNG+을/JKO
강냉이	강냉이/NNG
성대한	성대/XR+하/XSA+ㄴ/ETM
바로는	바/NNB+로/JKB+는/JX
척도가	척도/NNG+가/JKC
정부에서는	정부/NNG+에서/JKB+는/JX
접속해	접속/NNG+하/XSV+아/EC
세대교체를	세대교체/NNG+를/JKO
외무부의	외무부/NNG+의/JKG
사무총장이	사무총장/NNG+이/JKS
설립했다.	설립/NNG+하/XSV+았/EP+다/EF+./SF
바람직	바람직/XR
네가지	네/MM+가지/NNB
IBM	IBM/SL
낱말이	낱말/NNG+이/JKS
관객에게	관객/NNG+에게/JKB
공통점은	공통점/NNG+은/JX
가시적인	가시/NNG+적/XSN+이/VCP+ㄴ/ETM
건립,	건립/NNG+,/SP
무엇인가에	무엇/NP+이/VCP+ㄴ가/EC+에/JKB
정보통신망	정보/NNG+통신망/NNG
대학교육을	대학/NNG+교육/NNG+을/JKO
수화기를	수화기/NNG+를/JKO
아래를	아래/NNG+를/JKO
선인들이	선인/NNG+들/XSN+이/JKS
마련됐다.	마련/NNG+되/XSV+었/EP+다/EF+./SF
중점적으로	중점/NNG+적/XSN+으로/JKB
이르렀을	이르/VV+었/EP+을/ETM
익혀야	익히/VV+어야/EC
일하던	일/NNG+하/XSV+던/ETM
자연세계의	자연/NNG+세계/NNG+의/JKG
양가의	양가/NNG+의/JKG
제수는	제수/NNG+는/JX
일행을	일행/NNG+을/JKO
KAL	KAL/SL
내면에	내면/NNG+에/JKB
Lee	Lee/SL
발랄한	발랄/XR+하/XSA+ㄴ/ETM
이용된다.	이용/NNG+되/XSV+ㄴ다/EF+./SF
내버려	내버리/VV+어/EC
야권은	야권/NNG+은/JX
사람들처럼	사람/NNG+들/XSN+처럼/JKB
원한다.	원하/VV+ㄴ다/EF+./SF
지었다는	짓/VV+었/EP+다는/ETM
대중적인	대중/NNG+적/XSN+이/VCP+ㄴ/ETM
무한히	무한히/MAG
고민하고	고민/NNG+하/XSV+고/EC
앞날에	앞날/NNG+에/JKB
12대	12/SN+대/NNB
정세가	정세/NNG+가/JKS
20명	20/SN+명/NNB
18세	18/SN+세/NNB
대북정책이	대/NNB+북/NNP+정책/NNG+이/JKS
49년	49/SN+년/NNB
20만	20/SN+만/NR
개방을	개방/NNG+을/JKO
성공,	성공/NNG+,/SP
청계천	청계천/NNP
사설시조가	사설시조/NNG+가/JKS
불투명하다.	불/XPN+투명/NNG+하/XSA+다/EF+./SF
타구를	타구/NNG+를/JKO
문화부	문화부/NNG
야구의	야구/NNG+의/JKG
정세를	정세/NNG+를/JKO
앞날이	앞날/NNG+이/JKS
입히고	입히/VV+고/EC
뿜어내는	뿜어내/VV+는/ETM
70여	70/SN+여/XSN
사방을	사방/NNG+을/JKO
탐구의	탐구/NNG+의/JKG
채소를	채소/NNG+를/JKO
악물고	악물/VV+고/EC
같이하고	같이/MAG+하/XSV+고/EC
악몽을	악몽/NNG+을/JKO
제3세계문학을	제/XPN+3/SN+세계/NNG+문학/NNG+을/JKO
가보면	가/VV+아/EC+보/VX+면/EC
각박한	각박/XR+하/XSA+ㄴ/ETM
이야기.	이야기/NNG+./SF
예정이라고	예정/NNG+이/VCP+라고/EC
활동으로	활동/NNG+으로/JKB
가볍지	가볍/VA+지/EC
어기는	어기/VV+는/ETM
결혼식이	결혼식/NNG+이/JKS
뒤지는	뒤지/VV+는/ETM
인사들은	인사/NNG+들/XSN+은/JX
69년	69/SN+년/NNB
KBS의	KBS/SL+의/JKG
언급된	언급/NNG+되/XSV+ㄴ/ETM
없었는지	없/VA+었/EP+는지/EC
간부를	간부/NNG+를/JKO
성과에	성과/NNG+에/JKB
종류로	종류/NNG+로/JKB
푸르고	푸르/VA+고/EC
따라갈	따라가/VV+ㄹ/ETM
참여하지	참여/NNG+하/XSV+지/EC
신봉하는	신봉/NNG+하/XSV+는/ETM
1997년에는	1997/SN+년/NNB+에/JKB+는/JX
학교교육을	학교/NNG+교육/NNG+을/JKO
펜팔부	펜팔부/NNG
청바지를	청바지/NNG+를/JKO
성경을	성경/NNG+을/JKO
개선,	개선/NNG+,/SP
아련한	아련/XR+하/XSA+ㄴ/ETM
국민경제의	국민/NNG+경제/NNG+의/JKG
흥미롭게	흥미/NNG+롭/XSA+게/EC
공경하여	공경/NNG+하/XSV+아/EC
사리에	사리/NNG+에/JKB
나무도	나무/NNG+도/JX
가입으로	가입/NNG+으로/JKB
지방선거	지방/NNG+선거/NNG
생각한다는	생각/NNG+하/XSV+ㄴ다는/ETM
적으로	적/NNG+으로/JKB
참여,	참여/NNG+,/SP
미술의	미술/NNG+의/JKG
태권도	태권도/NNG
PC의	PC/SL+의/JKG
살며시	살며시/MAG
하락하였으나	하락/NNG+하/XSV+았/EP+으나/EC
설교를	설교/NNG+를/JKO
거기엔	거기/NP+에/JKB+ㄴ/JX
적자는	적자/NNG+는/JX
용서하지	용서/NNG+하/XSV+지/EC
사면을	사면/NNG+을/JKO
전원을	전원/NNG+을/JKO
가볍고	가볍/VA+고/EC
사무를	사무/NNG+를/JKO
정씨의	정/NNP+씨/NNB+의/JKG
남학생들이	남학생/NNG+들/XSN+이/JKS
혁신적인	혁신/NNG+적/XSN+이/VCP+ㄴ/ETM
개방적인	개방/NNG+적/XSN+이/VCP+ㄴ/ETM
애들을	애/NNG+들/XSN+을/JKO
판단하기	판단/NNG+하/XSV+기/ETN
강좌를	강좌/NNG+를/JKO
장례를	장례/NNG+를/JKO
새겨진	새기/VV+어/EC+지/VX+ㄴ/ETM
않으리라는	않/VX+으리라는/ETM
대결에서	대결/NNG+에서/JKB
공격의	공격/NNG+의/JKG
개최,	개최/NNG+,/SP
발사를	발사/NNG+를/JKO
강인한	강인/XR+하/XSA+ㄴ/ETM
커진다.	커지/VV+ㄴ다/EF+./SF
정보산업	정보/NNG+산업/NNG
별개로	별개/NNG+로/JKB
내다볼	내다보/VV+ㄹ/ETM
반세기	반세기/NNG
발사된	발사/NNG+되/XSV+ㄴ/ETM
밤하늘을	밤하늘/NNG+을/JKO
것만큼	것/NNB+만큼/JKB
증명하고	증명/NNG+하/XSV+고/EC
치료하는	치료/NNG+하/XSV+는/ETM
가지러	가지/VV+러/EC
강의는	강의/NNG+는/JX
전시회에	전시회/NNG+에/JKB
찾아다니며	찾아다니/VV+며/EC
증명하는	증명/NNG+하/XSV+는/ETM
것만도	것/NNB+만/JX+도/JX
4·4분기의	4/SN+·/SP+4/SN+분기/NNG+의/JKG
새겨져	새기/VV+어/EC+지/VX+어/EC
공격하는	공격/NNG+하/XSV+는/ETM
표현,	표현/NNG+,/SP
컴퓨터에서	컴퓨터/NNG+에서/JKB
동참을	동참/NNG+을/JKO
주의깊게	주의/NNG+깊/VA+게/EC
났다는	나/VV+았/EP+다는/ETM
남겨두고	남기/VV+어/EC+두/VX+고/EC
주도하고	주도/NNG+하/XSV+고/EC
건물로	건물/NNG+로/JKB
인민군	인민군/NNG
고기가	고기/NNG+가/JKS
로마를	로마/NNP+를/JKO
이끌어갈	이끌/VV+어/EC+가/VX+ㄹ/ETM
걸맞지	걸맞/VA+지/EC
강연을	강연/NNG+을/JKO
해내는	해내/VV+는/ETM
우러나오는	우러나오/VV+는/ETM
자랑할	자랑/NNG+하/XSV+ㄹ/ETM
일면을	일면/NNG+을/JKO
가져와	가져오/VV+아/EC
결단의	결단/NNG+의/JKG
결단이	결단/NNG+이/JKS
돼지를	돼지/NNG+를/JKO
기록으로	기록/NNG+으로/JKB
가졌다는	가지/VV+었/EP+다는/ETM
전년동기의	전년/NNG+동기/NNG+의/JKG
전시회는	전시회/NNG+는/JX
지방자치단체의	지방/NNG+자치/NNG+단체/NNG+의/JKG
제공,	제공/NNG+,/SP
고찰하는	고찰/NNG+하/XSV+는/ETM
생각하고,	생각/NNG+하/XSV+고/EC+,/SP
하더니	하/VV+더니/EC
자라서	자라/VV+아서/EC
원초적인	원초/NNG+적/XSN+이/VCP+ㄴ/ETM
가을의	가을/NNG+의/JKG
돌아가서	돌아가/VV+아서/EC
미국측의	미국/NNP+측/NNB+의/JKG
삼가야	삼가/VV+아야/EC
輸出이	輸出/SH+이/JKS
외국인직접투자	외국인/NNG+직접/NNG+투자/NNG
유엔총회	유엔/NNP+총회/NNG
발생시	발생/NNG+시/NNB
살도록	살/VV+도록/EC
윤리적인	윤리/NNG+적/XSN+이/VCP+ㄴ/ETM
제도,	제도/NNG+,/SP
기술하고	기술/NNG+하/XSV+고/EC
힐러리	힐러리/NNP
나왔는데	나오/VV+았/EP+는데/EC
제국을	제국/NNG+을/JKO
민속씨름의	민속/NNG+씨름/NNG+의/JKG
사들여	사들이/VV+어/EC
민족도	민족/NNG+도/JX
절망적인	절망/NNG+적/XSN+이/VCP+ㄴ/ETM
계급이	계급/NNG+이/JKS
양쪽에서	양쪽/NNG+에서/JKB
접근해	접근/NNG+하/XSV+아/EC
이사장	이사장/NNG
인사로	인사/NNG+로/JKB
횡포를	횡포/NNG+를/JKO
새끼는	새끼/NNG+는/JX
경기전	경기전/NNG
계기는	계기/NNG+는/JX
재판부는	재판부/NNG+는/JX
과정이라고	과정/NNG+이/VCP+라고/EC
정국이	정국/NNG+이/JKS
레이니	레이니/NNP
음양의	음양/NNG+의/JKG
공통되는	공통/NNG+되/XSV+는/ETM
동전의	동전/NNG+의/JKG
위치는	위치/NNG+는/JX
피운다.	피우/VV+ㄴ다/EF+./SF
신축적으로	신축/NNG+적/XSN+으로/JKB
사들고	사/VV+아/EC+들/VX+고/EC
자본이	자본/NNG+이/JKS
작별을	작별/NNG+을/JKO
개선해	개선/NNG+하/XSV+아/EC
방문하고	방문/NNG+하/XSV+고/EC
제의했다.	제의/NNG+하/XSV+았/EP+다/EF+./SF
젊은이들	젊은이/NNG+들/XSN
자연적인	자연/NNG+적/XSN+이/VCP+ㄴ/ETM
중립적인	중립/NNG+적/XSN+이/VCP+ㄴ/ETM
시간에도	시간/NNG+에/JKB+도/JX
보고된	보고/NNG+되/XSV+ㄴ/ETM
방에는	방/NNG+에/JKB+는/JX
개선은	개선/NNG+은/JX
개선의	개선/NNG+의/JKG
조사결과가	조사/NNG+결과/NNG+가/JKS
본가에	본가/NNG+에/JKB
고려하면	고려/NNG+하/XSV+면/EC
달려가고	달려가/VV+고/EC
참뜻을	참뜻/NNG+을/JKO
개선된	개선/NNG+되/XSV+ㄴ/ETM
같음)	같/VA+음/ETN+)/SS
감상할	감상/NNG+하/XSV+ㄹ/ETM
맞으면서	맞/VV+으면서/EC
생각난	생각나/VV+ㄴ/ETM
가늠하는	가늠/NNG+하/XSV+는/ETM
흥분한	흥분/NNG+하/XSV+ㄴ/ETM
자민당	자민당/NNP
경쟁으로	경쟁/NNG+으로/JKB
장마가	장마/NNG+가/JKS
言語의	言語/SH+의/JKG
음식에	음식/NNG+에/JKB
생각엔	생각/NNG+에/JKB+ㄴ/JX
전개할	전개/NNG+하/XSV+ㄹ/ETM
향기를	향기/NNG+를/JKO
나왔다는	나오/VV+았/EP+다는/ETM
꾀하고	꾀하/VV+고/EC
도착해	도착/NNG+하/XSV+아/EC
음식점	음식점/NNG
흐트러진	흐트러지/VV+ㄴ/ETM
민중을	민중/NNG+을/JKO
분위기도	분위기/NNG+도/JX
국민들도	국민/NNG+들/XSN+도/JX
때문이었을	때문/NNB+이/VCP+었/EP+을/ETM
보기엔	보/VV+기/ETN+에/JKB+ㄴ/JX
3분화된	3/SN+분/NNG+화/XSN+되/XSV+ㄴ/ETM
법률에	법률/NNG+에/JKB
나기도	나/VV+기/ETN+도/JX
배에서	배/NNG+에서/JKB
해당한다고	해당/NNG+하/XSV+ㄴ다고/EC
탈피하여	탈피/NNG+하/XSV+아/EC
소비지출	소비/NNG+지출/NNG
우주구조	우주/NNG+구조/NNG
바다보다	바다/NNG+보다/JKB
당연했다.	당연/XR+하/XSA+았/EP+다/EF+./SF
되찾은	되찾/VV+은/ETM
골똘히	골똘히/MAG
단편적인	단편/NNG+적/XSN+이/VCP+ㄴ/ETM
시내에서	시내/NNG+에서/JKB
동아시아의	동아시아/NNP+의/JKG
방어율	방어/NNG+율/XSN
너희에게	너희/NP+에게/JKB
불과하고	불과/XR+하/XSA+고/EC
과학활동에	과학/NNG+활동/NNG+에/JKB
풍속에	풍속/NNG+에/JKB
동무들은	동무/NNG+들/XSN+은/JX
중국이나	중국/NNP+이나/JC
확산되면서	확산/NNG+되/XSV+면서/EC
유치에	유치/NNG+에/JKB
입술에	입술/NNG+에/JKB
알뜰하게	알뜰/XR+하/XSA+게/EC
풍선이	풍선/NNG+이/JKS
창구를	창구/NNG+를/JKO
기우제를	기우제/NNG+를/JKO
중매인을	중매인/NNG+을/JKO
때문만은	때문/NNB+만/JX+은/JX
관념은	관념/NNG+은/JX
잠비아	잠비아/NNP
반쪽의	반쪽/NNG+의/JKG
결혼하는	결혼/NNG+하/XSV+는/ETM
여러분에게	여러분/NP+에게/JKB
회의에서는	회의/NNG+에서/JKB+는/JX
견문을	견문/NNG+을/JKO
적다는	적/VA+다는/ETM
거죠.	거/NNB+이/VCP+죠/EF+./SF
병들고	병들/VV+고/EC
내각은	내각/NNG+은/JX
연결시키는	연결/NNG+시키/XSV+는/ETM
시리즈를	시리즈/NNG+를/JKO
거지?	거/NNB+이/VCP+지/EF+?/SF
등장하기	등장/NNG+하/XSV+기/ETN
검색할	검색/NNG+하/XSV+ㄹ/ETM
봉급을	봉급/NNG+을/JKO
쓰기로	쓰/VV+기/ETN+로/JKB
차관급	차관/NNG+급/NNG
착각을	착각/NNG+을/JKO
전화벨이	전화벨/NNG+이/JKS
박차고	박차/VV+고/EC
라디오를	라디오/NNG+를/JKO
이승만	이승만/NNP
남겨진	남기/VV+어/EC+지/VX+ㄴ/ETM
76년에	76/SN+년/NNB+에/JKB
막았다.	막/VV+았/EP+다/EF+./SF
갖추면	갖추/VV+면/EC
관리들이	관리/NNG+들/XSN+이/JKS
탈북자	탈북자/NNG
의연한	의연/XR+하/XSA+ㄴ/ETM
친족제도의	친족/NNG+제도/NNG+의/JKG
구태의연한	구태의연/XR+하/XSA+ㄴ/ETM
끌려간	끌려가/VV+ㄴ/ETM
결혼하여	결혼/NNG+하/XSV+아/EC
남겨둔	남기/VV+어/EC+두/VX+ㄴ/ETM
진출하는	진출/NNG+하/XSV+는/ETM
거예요,	거/NNB+이/VCP+에요/EC+,/SP
거예요?	거/NNB+이/VCP+에요/EF+?/SF
있자니	있/VX+자니/EC
94년에	94/SN+년/NNB+에/JKB
분향하고	분향/NNG+하/XSV+고/EC
입장인	입장/NNG+이/VCP+ㄴ/ETM
실패했다.	실패/NNG+하/XSV+았/EP+다/EF+./SF
반체제	반/XPN+체제/NNG
끝내야	끝내/VV+어야/EC
없다}며	없/VA+다/EC+}/SS+며/EC
